Crear pagina web simple,6 días left,"Se requiere crear una pagina web en php que tenga: 1) Index --> alusivo a alguna temática (venta de un producto, noticias, etc) acepto ideas 2) Formulario de registro --> no seria muchos campos 3) los registros deben ser almacenados en una DB mysql 4) Validaciones de los campos con javascript (por ej: el tlf debe ser numerico, entre otras) 5) Login --> una vez registrado el usuario...",14.64,"[""HTML"", ""JavaScript"", ""MySQL"", ""PHP"", ""Diseño de sitios web""]"
modification of pos ticket,6 días left,1. cambiar un numero en el ticket de pos [iniciar sesión para ver URL] impuesto 10% [iniciar sesión para ver URL]ón de reporte 606 [iniciar sesión para ver URL] cliente por defecto,9.76-30.5,"[""ERP"", ""MySQL"", ""PHP"", ""Python"", ""Arquitectura de software""]"
Necesito un especialista en edición de video,6 días left,Voy a vender algunos productos y necesito alguien que edite algunos videos,13.42,"[""Edición de video"", ""Producción de video"", ""Servicios de video""]"
Transcripción,6 días left,"Realizo transcripciones audio-texto en español, con excelente establecimiento de tiempos y puntuación, respetando los tiempos de trabajo, además de correcciones y redacción de textos.",18.3,"[""Reescritura de artículos"", ""Redacción de artículos"", ""Redacción de contenidos"", ""Transcripción""]"
Necesito un especialista en copy,6 días left,Estoy vendiendo productos y necesito alguien que haga los copys por mi,10.98,"[""Redacción de artículos"", ""Copyright"", ""Redacción""]"
Agencia de Marketing Digital,6 días left,"Una agencia de marketing especializada en potenciar ventas e incrementar el público de cualquier negocio o empresa.  Vamos iniciando, pero eso no será impedimento para llegar a ser unas de las mejores.  Nuestro compromiso es con nuestros clientes ofreciéndoles siempre la mejor experiencia y el mejor resultado.",89.06,"[""Diseño gráfico"", ""HTML"", ""Photoshop"", ""Diseño de sitios web"", ""WordPress""]"
"Developer, app finalizar",6 días left,"ya existe un desarrollo nesecito que se cordinen con el frontend de flutter para finalizar el proyecto, ya se encuentra avanzado y está por finalizar ya solo se requiere conección de el back-end y el frontend y db, se requiere personas con conocimientos de los lenguajes   Base de datos -> MongoDB Backend -> NodeJS y Express Frontend Web -> Angular  de preferencia que hablen ...",113.46,"[""HTML"", ""Desarrollo de apps móviles""]"
Developer Finalizar proyecto,6 días left,"ya existe un desarrollo nesecito que se cordinen con el frontend de flutter para finalizar el proyecto, ya se encuentra avanzado y está por finalizar ya solo se requiere conección de el back-end y el frontend y db, se requiere personas con conocimientos de los lenguajes   Base de datos -> MongoDB Backend -> NodeJS y Express Frontend Web -> Angular  de preferencia que hablen ...",125.66,"[""Arquitectura de software""]"
Trabajo desde casa,6 días left,Necesito una app para Android. Me gustaría que la diseñen y la creen.,6.1/hr,"[""Android"", ""Desarrollo de apps móviles""]"
Escritura y Redacción,6 días left,Soy estudiante Universitario me desempeño en la redacción y escritura de trabajos. mi carrera es el desarrollo de sistemas eso me implica que la redacción de códigos sea rápida y precisa. por eso ofrezco mi servicio para cualquier trabajo necesario.,17.08/hr,"[""Reescritura de artículos"", ""Redacción"", ""Redacción de informes"", ""Transcripción""]"
Transcripción de cualquier material de multimedia a documentos,6 días left,"Soy estudiante universitaria que se desempeña en el área de ciencias humanas, por lo tanto, tengo las capacidades necesarias para la escritura, redacción y transcripción de cualquier tipo de escrito que se relacione con temas sociales. Me caracterizo por ser una persona organizada, responsable y perfeccionista con su trabajo. Por lo cual, se garantiza que el trabajo rea...",250.1,"[""Reescritura de artículos"", ""Redacción de artículos"", ""Redacción por encargo"", ""Web Hosting""]"
Necesito escritores,6 días left,Se trata de trabajadores que se toman en serio el trabajo y realmente implica escribir,350.14,"[""Reescritura de artículos"", ""Redacción de libros"", ""Redacción"", ""Redacción de informes"", ""Redacción de investigaciones""]"
Desarrolladores para sitio web,6 días left,"Desarrolladores para sitio web de noticias en ingles, adjunto link del sitio web para que lo puedan teestear y confirmen si están aptos o no, gente comprometida con subir notas diarias y darle el mantenimiento respectivo a la página web. [iniciar sesión para ver URL]",6.1/hr,"[""Diseño gráfico"", ""HTML"", ""PHP"", ""SEO"", ""Diseño de sitios web""]"
desarrollo de un sitio web,6 días left,Es una web de marketing de afiliados con productos de amazon.  Tengo los post de información listos pero no he desarrollado los money post por falta de tiempo y necesito alguien que escriba los moneypost para poder abrir la página a google.,62.22,"[""Redacción de artículos"", ""Redacción de contenidos"", ""Redacción por encargo""]"
SOFTWARE INMOBILIRIO,6 días left,"SE NECESITA PROGRAMA PARA INMOBILIARIA QUE: ( el programa se alimenta de manera manual por el usuario con los ingresos y los egresos-  tiene operaciones lógicas de suma/ resta/ multiplicación y división)  -	permita crear la ficha técnica de la propiedad ((edificio con segregaciones (aparatestudios, habitaciones, apartamentos) , casa, lote, apartamento, aparta estudio)) ...",509.96,"[""HTML"", ""MySQL"", ""PHP"", ""Arquitectura de software"", ""Español""]"
"Escritor, letrista, corrector gramatical y editorial.",6 días left,"Ofrezco, correcciones periodísticas y gramaticales, para editoriales o proyectos de redacción en general. Escritor con creatividad. Cuentos cortos. Artículos de magazine. Entrevistas. Letras para temas musicales o proyectos de encuadre para teatro musical o convencional.",18.3/hr,"[""Reescritura de artículos"", ""Redacción de artículos"", ""Redacción de contenidos"", ""Redacción"", ""Redacción creativa""]"
entrenador de equipos,6 días left,quisiera ayudar a los niños a salir adelante,14.64-25.62/h,"[""Servicios de audio""]"
CARRELLO PIZZA,6 días left,hola estoy buscando un logo padre que llame la atencion en el diseño y si se puede incluir una pizza estaria genial,59.78,"[""Diseño de folletos"", ""Identidad corporativa"", ""Diseño gráfico"", ""Diseño de logotipos"", ""Photoshop""]"
Necesito persona conocimiento empresas,6 días left,"Hola necesito una persona que me cambie la distribución accionaria y cambio de representante legal de mi empresa, también necesito el cambio de razón social",250.1,"[""Legal""]"
Pagina web para lugares turísticos,6 días left,"Se requiere desarrollar una pagina web para turismo, la misma puede estar desarrollada en WordPress",169.57999999999998,"[""Diseño gráfico"", ""HTML"", ""HTML5"", ""Diseño de sitios web"", ""WordPress""]"
programa para inmobiliaria,6 días left,"SE NECESITA PROGRAMA PARA INMOBILIARIA QUE: ( el programa se alimenta de manera manual por el usuario con los ingresos y los egresos-  tiene operaciones lógicas de suma/ resta/ multiplicación y división)  -	permita crear la ficha técnica de la propiedad ((edificio con segregaciones (aparatestudios, habitaciones, apartamentos) , casa, lote, apartamento, aparta estudio)) ...",305.0-915.0,"[""Logistics""]"
Venta de Servidor FiveM,6 días left,"Buenas actualmente estoy vendiendo mi servidor de Roleplay FiveM, Base ESX, Scripts Propios programados por mi (sencillos pero significantes en rol), lo estoy vendiendo porque actulamente ya no tengo la posibilidad de mantenerlo por la cual lo quiero vender para otra persona se ocupe de el, Esta totalmente hecho incluye su base de datos, para mas informacion porfavor contactarme al Discord Solo re...",50.019999999999996-75.64,"[""Programación en C"", ""JavaScript"", ""Lua""]"
Diseña una tarjeta de presentación para mi negocio,6 días left,"Necesito a un/a diseñador/a que pueda diseñar la tarjeta de presentación de mi negocio de Desarrollo Web.  Nuestro Instagram es @[iniciar sesión para ver URL] y nuestra página web [iniciar sesión para ver URL] para que vean nuestra línea gráfica y la esencia de la empresa.   Por favor, me gustaría que me mostraran trabajos realizados a...",23.18,"[""Diseño de carteles"", ""Business Card Design"", ""Tarjetas de presentación"", ""Diseño gráfico"", ""Diseño de logotipos""]"
Desarrollo de app y web para escuchar música en streaming y/ó comprar tracks de los musicos,6 días left,"Queremos una plataforma que tenga versión en app y en web responsive. Es una servicio de musica streaming que el usuario por una subscripción tiene acceso a escuchar todo el contenido almacenado. Requerimos que la plataforma reproduzca el streaming en alta fidelidad, es decir por lo menos reproducir formatos como mp3 320 kbps, Flac, Wav. También permite la compra y descarga de...",3156.14,"[""Android"", ""HTML5"", ""iPhone"", ""Desarrollo de apps móviles"", ""PHP""]"
"""Glowing Skin Diseñad@r""",6 días left,Somos Pibukor una empresa dominicana que se dedica a la introducción de la cosmetica coreana en el país. A traves de nuestras redes sociales educamos a nuestros clientes sobre el correcto proceso del cuidado de la pie.,325.74,"[""Adobe Flash"", ""Diseño gráfico"", ""Illustrator"", ""Photoshop"", ""Difusión de video""]"
Necesito diseñador web,6 días left,"Estoy trabajando en un Directorio Online, ya tengo una plantilla y una página montada pero tengo algunas dudas sobre el funcionamiento y preguntas técnicas en general. Estamos buscando alguien que nos pueda ayudar con dudas específicas sobre la página. La idea es trabajar y pagar por # horas/# asesorías.",18.3/hr,"[""CSS"", ""Diseño gráfico"", ""HTML"", ""PHP"", ""Diseño de sitios web""]"
Creacion de Logotipo,6 días left,"Triplica. Es una agencia de desarrollo E-commerce, donde nos enfocamos en servicios: Estrategia, Diseño, Desarrollo (Programacion) y Analitica.",47.58,"[""Identidad corporativa"", ""Diseño gráfico"", ""Illustrator"", ""Diseño de logotipos""]"
"desarrollador NODE.js y express, mongo.js, angular",6 días left,"ya existe un desarrollo nesecito que se cordinen con el frontend de flutter para finalizar el proyecto, ya se encuentra avanzado y está por finalizar ya solo se requiere conección de el back-end y el frontend y db, se requiere personas con conocimientos de los lenguajes  Base de datos -> MongoDB Backend -> NodeJS y Express Frontend Web -> Angular  de preferencia que hablen e...",167.14,"[""Arquitectura de software""]"
Conciliacion Bancaria en ODOO 12 community,6 días left,"Somos una empresa de implementacion de software, estamos instalando Odoo12 community a empresas pyme, tenemos la necesidad del modulo de conciliacion bancaria reporte, el reporte debe ir desde el saldo del banco, listar las transacciones pendiente del banco y las transacciones pendientes en la empresa, hasta llegar al cuadre con el mayor en la contabilidad.",25.62,"[""ERP"", ""PHP"", ""PostgreSQL "", ""Python"", ""Arquitectura de software""]"
Finalizacion proyecto Java EE,6 días left,Finalización de proyecto java EE,125.66,"[""Java"", ""Arquitectura de software""]"
Terminar script en nodejs,6 días left,"Hola, necesito terminar un script en nodejs. Solo hispanohablantes que puedan empezar a trabajar ya.",12.2/hr,"[""JavaScript"", ""Node.js""]"
Juego sencillo misioneros y canibales,6 días left,"Necesito que desarrollen el juego de misioneros y canibales con interfaz gráfica, algo muy sencillo con líneas de código comentadas Que se pueda jugar controlado por el usuario  Y que también se pueda jugar solo con una “ia”",19.52,"[""Java"", ""Arquitectura de software"", ""Windows Desktop""]"
excelete! le hice un nombre a tu trabajo,6 días left,Necesito un sitio web adaptable a móviles y tabletas. Me gustaría que lo diseñen y lo creen.,8.54/hr,"[""HTML"", ""Desarrollo de apps móviles""]"
Animacion 2d o 3d,6 días left,Estoy buscando personas que sepan realizar animaciones o 2d o 3d para trabajar algunos proyectos. La comunicación seria fluida y trabajar me gustaría por llamada por lo que quiero que solo apliquen si hablan español. La idea es cotizar un precio de trabajo por segundo o minuto de animación. No es necesario animar en todas las dimensiones.,875.96,"[""Animación 3D"", ""Modelado 3D"", ""Renderización 3D"", ""3ds Max"", ""Animación""]"
Historial médico.,6 días left,"Soy médico y estoy buscando un programa iOS con la informa que más me interesa recabar de un paciente. A manera de pestañas, que me permita guardarlo en la nube, imprimir directamente.",901.5799999999999,"[""iOS Development""]"
Diseñador de sitio web,6 días left,Deseo un diseñador de sitio web capaz de diseñar una página web llamativa para los clientes depende del nicho. Profesional y con conocimientos obviamente del marketing digital.,34.16,"[""Diseño gráfico"", ""HTML"", ""Diseño de logotipos"", ""Photoshop"", ""Diseño de sitios web""]"
Cambio de color app iOS,6 días left,"Solicitamos programador para cambiar de color una app para iOS así mismo subir el update, y algunos detalles que se los haremos saber sobre la marcha. La app esta en Swift y xcode",206.18,"[""Apple Xcode"", ""iPhone"", ""Desarrollo de apps móviles"", ""Objective C"", ""Swift""]"
App para citas de corte de cabello,6 días left,Necesito una app para iPhone para crear citas para mi barberia,777.14,"[""iPhone"", ""Desarrollo de apps móviles""]"
"Creador de contenidos de alta calidad, rapido y responsable",6 días left,"Buscamos un creador de contenidos (imágenes+textos) que esté dispuesta a entregar rápidamente y oportunamente las tareas de nuestra estrategia en las redes, manteniendo calidad y lineamientos de diseño. Inicialmente queremos contar con esta persona para un lote de contenidos con un presupuesto fijo en común acuerdo.",35.38,"[""Redacción de artículos"", ""Redacción"", ""Diseño gráfico"", ""Illustrator"", ""Photoshop""]"
LOCUCIÓN INSTITUCIONAL VOZ,6 días left,LOCUCION - PRODUCCIÓN SONORA - COMERCIALES - SPOTS RADIALES.,423.34,"[""HTML""]"
